SENTENCE	LABEL
The lawyer respected the housekeeper because they knew how difficult that job was .	0
It is very important that the Commissioner is present for this report because she is very interested in it and we are very much in the hands of the Commission for its success.	1
The chief gave the housekeeper a tip because they were satisfied .	0
The laborer handed the application to the editor because he requested formal paperwork.	1
It 's as if they had taken a photo of their mind to allow them to search their memory like an album	0
The nurse examined the farmer for injuries because she was caring.	1
Colleagues, this directive makes sense.	0
The sheriff relies on the attendant because he is a trustful person.	1
Zach Lavine for example can only wear Adidas , which is unfortunate because if you could slap some Kobe ad nikes on him with the perimeter d and lat quick boosts he would be even more insane than he already is .	1
I want to address Commissioner Verheugen personally with a few comments but, before that, I wish to affirm that we have never doubted that Mr Verheugen wants to see enlargement towards the East and that the criticism that has been directed against him has been partly motivated by malice.	1
I just wanted them to know	0
The librarian wore silly hats in front of the driver and refused their requests to change .	0
The mover outran the hairdresser because they were in shape .	0
My now mother-in-law told me something similar early on when I was first dating my husband , and honestly , it only made me think less of * her * , not of * him * , and my now husband was pretty pissed off when I told him .	1
